ID,Lng,Lat,CommunityID,TradeTime,DOM,Followers,Total price,Price,Square,Bed Room,Living room,Kitchen,Bathroom,楼,Building Type,Construction time,renovation condition,building structure,Ladder ratio(梯户比),Elevator,Property rights for five years（房屋满五年）,Subway,District,Community average
101090000000.0,116.122354,39.937384,1111027376723.0,2016-08-01 00:00:00,424.0,80.0,251.5,25464.0,98.77,3.0,1.0,1.0,1.0,顶 6,板楼,2001,简装,混合,0.5,0.0,1.0,0.0,门头沟,36358.0
101090000000.0,116.117724,39.941152,1111052110644.0,2016-09-30 00:00:00,484.0,32.0,460.0,27480.0,167.4,4.0,2.0,1.0,2.0,顶 6,板楼,2005,精装,混合,0.5,0.0,0.0,0.0,门头沟,39492.0
101090000000.0,116.231747,40.230104,1111040862979.0,2016-07-28 00:00:00,420.0,6.0,190.0,20041.0,94.81,2.0,2.0,1.0,1.0,中 6,板楼,1996,简装,混合,0.5,0.0,0.0,0.0,昌平,33179.0
101090000000.0,116.119651,39.934504,1111027382024.0,2016-09-26 00:00:00,480.0,46.0,380.0,22755.0,167.0,4.0,2.0,1.0,2.0,顶 6,板楼,2004,简装,混合,0.5,0.0,0.0,0.0,门头沟,39294.0
101090000000.0,116.122354,39.937384,1111027376723.0,2016-08-14 00:00:00,437.0,59.0,365.0,25000.0,146.0,4.0,1.0,1.0,2.0,中 5,板楼,2000,简装,混合,0.5,0.0,1.0,0.0,门头沟,36358.0
101090000000.0,116.122491,39.939735,1111027377936.0,2016-07-28 00:00:00,420.0,16.0,146.0,28505.0,51.22,1.0,1.0,1.0,1.0,低 18,板楼,2008,简装,钢混,0.5,1.0,1.0,0.0,门头沟,39994.0
101090000000.0,116.118409,39.937888,1111043529456.0,2016-08-04 00:00:00,427.0,12.0,285.0,30685.0,92.88,2.0,1.0,1.0,1.0,中 15,板楼,2006,精装,钢混,0.333,1.0,1.0,0.0,门头沟,38753.0
101090000000.0,116.117019,39.93386,1111052073923.0,2016-07-22 00:00:00,414.0,39.0,138.9,21403.0,64.9,2.0,1.0,1.0,1.0,顶 6,板楼,1989,简装,混合,0.333,0.0,1.0,0.0,门头沟,39381.0
101090000000.0,116.293654,39.79232,1111027378243.0,2016-06-16 00:00:00,377.0,52.0,260.0,15991.0,162.6,3.0,2.0,1.0,2.0,顶 6,板楼,1999,简装,混合,0.5,0.0,1.0,0.0,大兴,34068.0
101090000000.0,116.48154,39.918388,1111027381647.0,2016-08-14 00:00:00,435.0,61.0,830.0,47939.0,173.14,4.0,2.0,1.0,2.0,中 30,塔楼,2002,精装,钢混,0.375,1.0,0.0,1.0,朝阳,77310.0
101090000000.0,116.24553799999998,40.220033,1111027378507.0,2016-07-06 00:00:00,396.0,11.0,132.7,28606.0,46.39,2.0,0.0,1.0,1.0,顶 6,塔楼,1982,简装,砖混,0.25,0.0,1.0,1.0,昌平,42282.0
101090000000.0,116.482231,40.009521,1111027380322.0,2016-06-16 00:00:00,375.0,225.0,402.0,70738.0,56.83,2.0,1.0,1.0,1.0,底 6,板楼,1997,精装,混合,0.5,0.0,1.0,1.0,朝阳,66864.0
101090000000.0,116.34296299999998,40.093175,1111027378137.0,2016-09-28 00:00:00,478.0,40.0,225.0,44768.0,50.26,1.0,1.0,0.0,1.0,底 11,板楼,2004,简装,钢混,0.25,1.0,0.0,1.0,昌平,53740.0
101090000000.0,116.199293,39.938056,1111027380971.0,2017-03-09 00:00:00,637.0,198.0,391.0,39692.0,98.51,3.0,1.0,1.0,1.0,中 6,板楼,1996,简装,混合,0.333,0.0,1.0,0.0,石景山,42325.0
101090000000.0,116.421128,40.068301,1111027377809.0,2016-08-21 00:00:00,435.0,33.0,109.0,19758.0,55.17,1.0,0.0,0.0,1.0,低 10,板塔结合,2008,精装,钢混,0.16699999999999998,1.0,0.0,1.0,昌平,24224.0
101090000000.0,116.345863,39.877035,1111027379116.0,2016-07-18 00:00:00,400.0,38.0,405.0,56787.0,71.32,1.0,1.0,1.0,1.0,底 20,板塔结合,2008,简装,钢混,0.4,1.0,0.0,0.0,丰台,81880.0
101090000000.0,116.432684,40.077562,1111027380057.0,2016-09-29 00:00:00,470.0,38.0,700.0,29615.0,236.37,6.0,2.0,1.0,4.0,高 12,板楼,2008,简装,钢混,0.5,1.0,0.0,0.0,昌平,38384.0
101090000000.0,116.661432,40.180564,1111027378374.0,2016-09-07 00:00:00,445.0,76.0,330.0,16337.0,202.0,4.0,2.0,1.0,2.0,顶 6,板楼,2000,简装,混合,0.5,0.0,1.0,0.0,顺义,31282.0
101090000000.0,116.49138,39.938386,1111027374772.0,2016-08-12 00:00:00,419.0,13.0,990.0,65637.0,150.83,2.0,2.0,1.0,2.0,低 31,板塔结合,2005,精装,钢混,0.444,1.0,1.0,1.0,朝阳,91022.0
101090000000.0,116.67391200000002,40.209832,1111027377882.0,2016-07-31 00:00:00,406.0,41.0,258.0,28709.0,89.87,2.0,2.0,1.0,1.0,中 6,板楼,2008,简装,钢混,0.333,1.0,1.0,0.0,顺义,35734.0
101090000000.0,116.225111,39.761305,1111053389754.0,2016-07-31 00:00:00,405.0,34.0,270.0,30034.0,89.9,3.0,2.0,1.0,1.0,高 15,板楼,2012,简装,钢混,0.5,1.0,0.0,0.0,房山,40051.0
101090000000.0,116.371787,39.905909,1111027381293.0,2016-08-15 00:00:00,420.0,85.0,442.0,76617.0,57.69,2.0,0.0,1.0,1.0,中 12,板楼,1979,简装,钢混,0.107,1.0,1.0,1.0,西城,92127.0
101090000000.0,116.225476,40.226443,1111027381893.0,2016-10-06 00:00:00,473.0,40.0,295.0,25000.0,118.0,3.0,1.0,1.0,1.0,顶 6,板楼,2002,其他,混合,0.5,0.0,0.0,1.0,昌平,33241.0
101090000000.0,116.333765,40.07892,1111027378234.0,2016-07-31 00:00:00,404.0,22.0,526.0,37287.0,141.07,3.0,1.0,1.0,2.0,中 9,板楼,2005,简装,钢混,0.333,1.0,1.0,1.0,昌平,52980.0
101090000000.0,116.529485,39.830024,1111027377363.0,2016-06-30 00:00:00,373.0,22.0,620.0,28031.0,221.19,4.0,2.0,1.0,2.0,底 4,板楼,2009,其他,钢混,0.5,0.0,1.0,0.0,大兴,55358.0
101090000000.0,116.445996,40.069568,1111027380049.0,2016-08-06 00:00:00,408.0,10.0,328.0,26356.0,124.45,3.0,1.0,1.0,1.0,高 6,板楼,2001,毛坯,混合,0.5,0.0,1.0,0.0,昌平,38156.0
101090000000.0,116.3434,40.083322,1111027378110.0,2016-08-08 00:00:00,410.0,53.0,410.0,27947.0,146.71,3.0,1.0,1.0,2.0,中 6,板楼,2003,精装,混合,0.5,0.0,1.0,1.0,昌平,41560.0
101090000000.0,116.305898,39.926084,1111027380689.0,2016-09-19 00:00:00,452.0,104.0,1013.0,69006.0,146.8,2.0,1.0,1.0,2.0,高 26,板塔结合,2006,精装,钢混,0.667,1.0,1.0,1.0,海淀,104613.0
101090000000.0,116.454043,39.903712,1111027379306.0,2016-06-30 00:00:00,368.0,1.0,220.2,46271.0,47.59,1.0,1.0,1.0,1.0,高 6,板楼,1994,其他,混合,0.333,0.0,0.0,1.0,朝阳,68712.0
101090000000.0,116.410182,40.051959,1111027377555.0,2016-09-27 00:00:00,455.0,110.0,575.0,47521.0,121.0,3.0,1.0,1.0,2.0,底 6,板楼,2004,精装,砖混,0.5,0.0,1.0,0.0,昌平,50000.0
101090000000.0,116.296286,39.870107,1111027382679.0,2016-08-25 00:00:00,422.0,53.0,635.0,32743.0,193.94,3.0,2.0,1.0,2.0,高 24,塔楼,2001,简装,钢混,0.28600000000000003,1.0,0.0,1.0,丰台,53588.0
101090000000.0,116.665923,40.186753,1111027381403.0,2016-07-25 00:00:00,390.0,25.0,58.0,17576.0,33.0,1.0,0.0,1.0,1.0,中 15,板楼,2014,其他,钢混,0.13,1.0,0.0,0.0,顺义,43947.0
101090000000.0,116.421128,40.068301,1111027377809.0,2016-07-24 00:00:00,389.0,8.0,106.5,20834.0,51.12,1.0,0.0,1.0,1.0,高 10,板塔结合,2008,精装,钢混,0.174,1.0,0.0,1.0,昌平,24224.0
101090000000.0,116.444857,39.954789,1111027380242.0,2016-08-02 00:00:00,398.0,37.0,470.0,42708.0,110.05,2.0,2.0,1.0,2.0,底 2,板塔结合,2006,精装,钢混,0.067,1.0,0.0,1.0,东城,107168.0
101090000000.0,116.564416,39.909334,1111027380010.0,2016-08-10 00:00:00,406.0,87.0,205.0,34207.0,59.93,1.0,1.0,1.0,1.0,顶 6,板楼,2009,简装,混合,0.5,0.0,0.0,0.0,朝阳,51863.0
101090000000.0,116.308505,39.839489,1111027381703.0,2017-04-13 00:00:00,651.0,93.0,840.0,56900.0,147.63,3.0,2.0,1.0,2.0,低 30,塔楼,2001,简装,钢混,0.214,1.0,1.0,1.0,丰台,57372.0
101090000000.0,116.345466,40.008394,1111027375266.0,2016-09-29 00:00:00,453.0,30.0,354.0,56191.0,63.0,1.0,1.0,1.0,1.0,低 19,板塔结合,2010,精装,钢混,0.222,1.0,0.0,1.0,海淀,60618.0
101090000000.0,116.122354,39.937384,1111027376723.0,2016-06-17 00:00:00,349.0,54.0,189.0,23464.0,80.55,2.0,1.0,1.0,2.0,顶 6,板楼,2000,简装,混合,0.333,0.0,1.0,0.0,门头沟,36358.0
101090000000.0,116.5038376,39.9307251,1111027374762.0,2016-07-29 00:00:00,391.0,26.0,1890.0,60823.0,310.74,4.0,2.0,1.0,3.0,中 32,板楼,2010,精装,钢混,0.333,0.0,0.0,0.0,朝阳,86411.0
101090000000.0,116.418443,39.866651,1111027376735.0,2016-08-16 00:00:00,409.0,310.0,246.8,46567.0,53.0,2.0,1.0,1.0,1.0,中 6,板楼,1975,简装,混合,0.333,0.0,0.0,0.0,东城,66495.0
101090000000.0,116.437705,39.898038,1111043314469.0,2016-07-31 00:00:00,392.0,60.0,1020.0,82259.0,124.0,3.0,2.0,1.0,2.0,中 12,板塔结合,2005,精装,钢混,0.333,1.0,1.0,1.0,东城,100713.0
101090000000.0,116.387363,39.864499,1111027381973.0,2016-07-25 00:00:00,386.0,55.0,181.0,36200.0,50.0,1.0,1.0,1.0,1.0,中 6,板楼,1990,简装,混合,0.056,0.0,1.0,0.0,丰台,52501.0
101090000000.0,116.434166,39.948115,1111027378459.0,2017-01-05 00:00:00,548.0,56.0,2200.0,72132.0,305.0,3.0,2.0,1.0,3.0,低 12,塔楼,2008,精装,钢混,0.75,1.0,0.0,1.0,东城,67987.0
101090000000.0,116.491073,39.936639,1111027377991.0,2016-06-23 00:00:00,352.0,31.0,200.0,46083.0,43.4,1.0,1.0,1.0,1.0,低 6,板楼,1983,其他,砖混,0.333,0.0,0.0,1.0,朝阳,56638.0
101090000000.0,116.388163,39.841127,1111027381326.0,2016-08-23 00:00:00,413.0,106.0,490.0,45371.0,108.0,3.0,2.0,1.0,1.0,中 10,板塔结合,2006,精装,钢混,0.333,1.0,0.0,1.0,丰台,56538.0
101090000000.0,116.404579,39.978491,1111027375686.0,2016-08-30 00:00:00,419.0,185.0,450.0,69231.0,65.0,2.0,1.0,1.0,1.0,中 16,板塔结合,1986,简装,钢混,0.16699999999999998,1.0,1.0,1.0,朝阳,72138.0
101090000000.0,116.242531,40.201675,1111054265763.0,2016-09-11 00:00:00,431.0,223.0,177.0,18870.0,93.8,2.0,1.0,1.0,1.0,顶 6,板楼,2014,简装,钢混,0.333,0.0,0.0,0.0,昌平,45957.0
101090000000.0,116.460123,39.899975,1111027374685.0,2016-08-24 00:00:00,412.0,76.0,210.0,50934.0,41.23,1.0,1.0,1.0,1.0,中 6,板楼,1981,其他,混合,0.333,0.0,1.0,1.0,朝阳,65697.0
101090000000.0,116.388606,39.965854,1111027379265.0,2016-10-25 00:00:00,474.0,239.0,560.0,119684.0,46.79,1.0,1.0,1.0,1.0,高 15,板塔结合,2009,精装,钢混,0.5,1.0,1.0,0.0,西城,127398.0
101090000000.0,116.244971,40.21774,1111047836724.0,2016-07-28 00:00:00,384.0,32.0,218.0,29067.0,75.0,1.0,1.0,1.0,1.0,低 22,塔楼,2010,精装,钢混,0.28600000000000003,1.0,0.0,0.0,昌平,39253.0
101090000000.0,116.312131,39.970749,1111027381078.0,2016-08-12 00:00:00,399.0,34.0,675.0,64000.0,105.47,2.0,1.0,1.0,1.0,低 18,塔楼,1998,简装,钢混,0.25,1.0,0.0,1.0,海淀,90890.0
101090000000.0,116.38483,40.014138,1111027374466.0,2016-08-29 00:00:00,416.0,24.0,1840.0,91013.0,202.17,3.0,2.0,1.0,3.0,低 9,板楼,2007,精装,钢混,1.0,1.0,1.0,0.0,朝阳,118404.0
101090000000.0,116.452057,39.941752,1111027377715.0,2016-07-29 00:00:00,384.0,14.0,1158.0,51014.0,227.0,4.0,2.0,1.0,3.0,中 19,塔楼,1997,精装,钢混,0.5,1.0,1.0,0.0,朝阳,54914.0
101090000000.0,116.22401200000002,39.763726,1111053458322.0,2016-08-17 00:00:00,403.0,41.0,280.0,31275.0,89.53,3.0,1.0,1.0,1.0,顶 20,板塔结合,2012,精装,钢混,0.5,1.0,0.0,1.0,房山,38758.0
101090000000.0,116.377737,40.012518,1111027382657.0,2016-08-12 00:00:00,395.0,13.0,235.0,51087.0,46.0,1.0,0.0,1.0,1.0,中 16,板塔结合,2007,精装,钢混,0.154,1.0,0.0,1.0,朝阳,62834.0
101090000000.0,116.367137,40.040209,1111027382073.0,2016-06-28 00:00:00,350.0,67.0,345.0,46622.0,74.0,3.0,1.0,1.0,1.0,底 6,板楼,1998,简装,混合,0.333,0.0,1.0,1.0,海淀,64588.0
101090000000.0,116.343714,39.996907,1111027375225.0,2016-11-04 00:00:00,478.0,17.0,1680.0,74009.0,227.0,6.0,2.0,1.0,3.0,底 19,塔楼,2003,简装,钢混,0.222,1.0,1.0,1.0,海淀,107405.0
101090000000.0,116.478996,39.919079,1111027374592.0,2016-08-07 00:00:00,388.0,38.0,495.0,38077.0,130.0,3.0,1.0,1.0,2.0,中 15,塔楼,1998,简装,钢混,0.14300000000000002,0.0,1.0,1.0,朝阳,62683.0
101090000000.0,116.45831,39.923422,1111027379317.0,2016-07-23 00:00:00,373.0,28.0,315.0,54152.0,58.17,1.0,0.0,1.0,1.0,中 31,塔楼,2008,精装,钢混,0.25,1.0,0.0,1.0,朝阳,75090.0
101090000000.0,116.665923,40.186753,1111027381403.0,2016-07-27 00:00:00,377.0,22.0,555.0,32734.0,169.55,4.0,2.0,1.0,2.0,底 11,板楼,2012,其他,钢混,0.5,1.0,0.0,0.0,顺义,43947.0
101090000000.0,116.45831,39.923422,1111027379317.0,2016-06-23 00:00:00,342.0,29.0,301.0,52440.0,57.4,1.0,0.0,1.0,1.0,低 31,塔楼,2008,精装,钢混,0.25,1.0,0.0,1.0,朝阳,75090.0
101090000000.0,116.504911,39.998661,1111027381631.0,2016-08-31 00:00:00,411.0,37.0,1213.8,30097.0,403.3,6.0,3.0,1.0,4.0,中 23,塔楼,2002,精装,钢混,0.5,1.0,1.0,0.0,朝阳,60452.0
101090000000.0,116.462122,39.923796,1111027380611.0,2016-08-30 00:00:00,410.0,22.0,900.0,65498.0,137.41,2.0,1.0,1.0,2.0,低 31,塔楼,2006,精装,钢混,0.75,1.0,1.0,1.0,朝阳,103114.0
101090000000.0,116.24369,40.221606,1111027379219.0,2016-07-31 00:00:00,380.0,16.0,237.6,22416.0,106.0,2.0,1.0,1.0,1.0,高 6,板楼,1993,其他,砖混,0.5,0.0,1.0,1.0,昌平,42567.0
101090000000.0,116.476687,39.988644,1111027375068.0,2016-08-14 00:00:00,392.0,108.0,213.0,47334.0,45.0,1.0,1.0,1.0,1.0,低 6,板楼,1993,精装,混合,0.333,0.0,0.0,0.0,朝阳,67436.0
101090000000.0,116.512916,39.864254,1111027376354.0,2016-07-14 00:00:00,362.0,392.0,163.0,29637.0,55.0,1.0,1.0,1.0,1.0,低 13,板塔结合,2007,简装,钢混,0.333,1.0,1.0,0.0,朝阳,46072.0
101090000000.0,116.550348,39.755625,1111027381517.0,2016-07-24 00:00:00,370.0,39.0,440.0,18360.0,239.66,4.0,2.0,1.0,4.0,中 4,板楼,2006,毛坯,钢混,1.0,0.0,0.0,0.0,亦庄开发区,33518.0
101090000000.0,116.48837,39.929525,1111027381794.0,2016-08-24 00:00:00,401.0,112.0,276.0,46000.0,60.0,2.0,0.0,1.0,1.0,顶 6,板楼,1979,简装,混合,0.333,0.0,1.0,1.0,朝阳,61239.0
101090000000.0,116.134792,39.743391,1111027375971.0,2016-06-29 00:00:00,344.0,24.0,118.0,17788.0,66.34,1.0,1.0,1.0,1.0,底 10,板楼,2000,简装,钢混,0.16699999999999998,1.0,1.0,0.0,房山,28671.0
101090000000.0,116.448302,39.960966,1111027374893.0,2016-09-26 00:00:00,431.0,36.0,312.0,26497.0,117.75,2.0,1.0,1.0,1.0,高 25,塔楼,2008,精装,钢混,0.4,1.0,0.0,0.0,朝阳,34966.0
101090000000.0,116.384462,39.90753400000001,1111027381778.0,2016-07-31 00:00:00,373.0,12.0,1220.0,74976.0,162.72,3.0,2.0,1.0,2.0,中 11,板塔结合,1999,精装,钢混,0.5,1.0,1.0,1.0,西城,70502.0
101090000000.0,116.25403500000002,40.205429,1111046251721.0,2016-07-29 00:00:00,371.0,5.0,170.0,24638.0,69.0,1.0,1.0,1.0,1.0,中 21,板塔结合,2010,其他,钢混,0.5,1.0,0.0,0.0,昌平,42231.0
101090000000.0,116.467922,39.993105,1111027375067.0,2016-07-21 00:00:00,360.0,88.0,387.0,46017.0,84.1,3.0,1.0,1.0,1.0,低 18,塔楼,1995,简装,钢混,0.2,1.0,1.0,1.0,朝阳,59262.0
101090000000.0,116.223565,39.76392,1111053464799.0,2016-08-29 00:00:00,398.0,104.0,261.0,33110.0,78.83,2.0,1.0,1.0,1.0,中 20,板塔结合,2012,毛坯,钢混,0.5,1.0,0.0,1.0,房山,39756.0
101090000000.0,116.233676,40.231785,1111027375855.0,2016-08-05 00:00:00,374.0,108.0,110.0,25987.0,42.33,1.0,1.0,1.0,1.0,中 5,板楼,2003,简装,钢混,0.02,0.0,1.0,1.0,昌平,41537.0
101090000000.0,116.414421,40.053513,1111027378407.0,2016-07-27 00:00:00,365.0,35.0,112.6,32172.0,35.0,1.0,0.0,1.0,1.0,高 20,板塔结合,2007,简装,钢混,0.28600000000000003,1.0,0.0,0.0,朝阳,34875.0
101090000000.0,116.429293,39.872461,1111027374678.0,2016-10-24 00:00:00,453.0,96.0,120.0,34823.0,34.46,1.0,0.0,1.0,1.0,低 23,塔楼,2005,精装,钢混,0.12,1.0,0.0,1.0,丰台,61390.0
101090000000.0,116.305298,39.979471,1111027380422.0,2016-09-26 00:00:00,425.0,62.0,1700.0,85587.0,198.63,4.0,2.0,1.0,2.0,低 6,板楼,2000,精装,混合,0.5,1.0,0.0,1.0,海淀,127805.0
101090000000.0,116.188935,40.05410300000001,1111027379217.0,2016-06-30 00:00:00,336.0,10.0,165.0,27500.0,60.0,1.0,1.0,1.0,1.0,中 10,塔楼,2012,简装,钢混,0.1,1.0,0.0,0.0,海淀,56762.0
101090000000.0,116.42171299999998,39.971435,1111027375189.0,2016-07-31 00:00:00,367.0,273.0,244.0,59195.0,41.22,1.0,1.0,1.0,1.0,中 20,塔楼,1997,精装,钢混,0.222,1.0,1.0,1.0,朝阳,78727.0
101090000000.0,116.305898,39.926084,1111027380689.0,2016-07-30 00:00:00,366.0,233.0,710.0,65741.0,108.0,2.0,2.0,1.0,1.0,中 17,板塔结合,2008,精装,钢混,0.667,1.0,0.0,1.0,海淀,104613.0
101090000000.0,116.382855,39.899213,1111027374452.0,2016-07-07 00:00:00,342.0,44.0,1585.0,100045.0,158.43,3.0,2.0,1.0,2.0,高 18,板楼,2004,精装,钢混,1.0,1.0,1.0,1.0,西城,125030.0
101090000000.0,116.471215,39.903238,1111027379315.0,2016-09-19 00:00:00,415.0,118.0,355.0,49693.0,71.44,2.0,1.0,1.0,1.0,顶 16,塔楼,1986,简装,钢混,0.333,1.0,0.0,1.0,朝阳,70022.0
101090000000.0,116.259318,40.217911,1111027376568.0,2016-09-18 00:00:00,412.0,46.0,365.0,19797.0,184.38,3.0,2.0,1.0,2.0,顶 6,板楼,2001,其他,砖混,0.5,0.0,0.0,0.0,昌平,36436.0
101090000000.0,116.440728,39.963453,1111027375051.0,2016-07-31 00:00:00,362.0,31.0,600.0,58732.0,102.16,1.0,1.0,1.0,1.0,低 21,塔楼,2001,精装,钢混,0.375,1.0,1.0,1.0,朝阳,69767.0
101090000000.0,116.322609,40.089206,1111027379920.0,2016-06-23 00:00:00,324.0,79.0,323.9,25315.0,127.95,3.0,2.0,1.0,2.0,顶 6,板楼,2008,毛坯,混合,0.5,0.0,1.0,0.0,昌平,40386.0
101090000000.0,116.254113,40.220461,1111027376884.0,2016-11-13 00:00:00,465.0,41.0,288.0,32360.0,89.0,2.0,1.0,1.0,1.0,顶 6,板楼,1998,简装,砖混,0.5,0.0,1.0,0.0,昌平,37478.0
101090000000.0,116.534997,39.928559,1111027374236.0,2016-08-05 00:00:00,364.0,131.0,450.0,36338.0,123.84,3.0,1.0,1.0,2.0,低 24,塔楼,2003,精装,钢混,0.222,1.0,0.0,1.0,朝阳,47463.0
101090000000.0,116.44438999999998,40.093691,1111027381549.0,2016-09-20 00:00:00,409.0,2.0,280.0,24138.0,116.0,3.0,1.0,1.0,1.0,顶 6,板楼,1999,简装,混合,0.5,0.0,1.0,0.0,昌平,34628.0
101090000000.0,116.269851,39.897262,1111027378928.0,2016-09-12 00:00:00,401.0,226.0,216.0,30924.0,69.85,2.0,1.0,1.0,1.0,顶 6,板楼,1994,简装,混合,0.333,0.0,0.0,0.0,丰台,47734.0
101090000000.0,116.461498,39.954426,1111027379503.0,2016-09-24 00:00:00,413.0,28.0,1200.0,54363.0,220.74,2.0,2.0,1.0,2.0,中 29,塔楼,2008,精装,钢混,1.0,1.0,0.0,1.0,朝阳,66771.0
101090000000.0,116.338639,40.079333,1111027378111.0,2016-07-26 00:00:00,353.0,60.0,368.0,25912.0,142.02,3.0,2.0,1.0,1.0,顶 6,板楼,2003,精装,砖混,0.5,0.0,1.0,1.0,昌平,40638.0
101090000000.0,116.432151,39.905567,1111027376916.0,2017-01-11 00:00:00,520.0,181.0,1100.0,57046.0,192.83,3.0,2.0,1.0,2.0,中 16,板塔结合,1999,简装,钢混,1.0,1.0,1.0,1.0,东城,78508.0
101090000000.0,116.117724,39.941152,1111052110644.0,2016-08-01 00:00:00,357.0,51.0,320.5,27511.0,116.5,3.0,1.0,1.0,2.0,底 14,板塔结合,2006,简装,钢混,0.333,1.0,1.0,0.0,门头沟,39492.0
101090000000.0,116.246651,40.21953900000001,1111027379020.0,2016-07-17 00:00:00,341.0,3.0,98.0,26134.0,37.5,1.0,0.0,0.0,1.0,中 10,塔楼,2007,其他,钢混,0.042,0.0,0.0,0.0,昌平,36705.0
101090000000.0,116.475046,39.88209000000001,1111027380436.0,2016-09-12 00:00:00,398.0,569.0,227.0,33937.0,66.89,2.0,1.0,1.0,1.0,顶 4,板楼,1965,精装,砖混,0.333,0.0,1.0,1.0,朝阳,57814.0
101090000000.0,116.37785,39.842419,1111027374041.0,2016-08-16 00:00:00,370.0,193.0,298.8,35572.0,84.0,2.0,1.0,1.0,1.0,高 21,塔楼,2009,其他,钢混,0.154,1.0,0.0,1.0,丰台,38915.0
101090000000.0,116.37785,39.842419,1111027374041.0,2016-08-17 00:00:00,371.0,239.0,108.0,30858.0,35.0,1.0,0.0,0.0,1.0,高 21,塔楼,2009,精装,钢混,0.154,1.0,1.0,1.0,丰台,38915.0
101090000000.0,116.559953,40.117154,1111027377343.0,2017-03-05 00:00:00,571.0,51.0,150.0,30688.0,48.88,1.0,0.0,0.0,1.0,高 7,板塔结合,2013,精装,钢混,0.13,1.0,0.0,1.0,顺义,54715.0
101090000000.0,116.343992,40.078436,1111027379397.0,2016-08-14 00:00:00,367.0,119.0,136.0,26667.0,51.0,1.0,0.0,1.0,1.0,中 19,塔楼,2011,简装,钢混,0.235,1.0,0.0,1.0,昌平,54156.0
101090000000.0,116.555729,40.162058,1111027379605.0,2016-06-26 00:00:00,317.0,15.0,421.0,48325.0,87.12,5.0,2.0,1.0,3.0,底 6,板楼,2009,精装,砖混,0.5,0.0,0.0,0.0,顺义,44235.0
101090000000.0,116.25403500000002,40.205429,1111046251721.0,2016-07-01 00:00:00,322.0,37.0,174.0,25211.0,69.02,1.0,1.0,1.0,1.0,高 21,板塔结合,2010,精装,钢混,0.5,1.0,0.0,0.0,昌平,42231.0
101090000000.0,116.603852,39.893276,1111027375170.0,2016-08-12 00:00:00,363.0,264.0,314.0,40780.0,77.0,2.0,1.0,1.0,1.0,高 6,板楼,2008,精装,钢混,0.25,1.0,1.0,0.0,朝阳,48859.0
101090000000.0,116.247907,39.839983,1111027381423.0,2016-09-17 00:00:00,397.0,138.0,344.0,37457.0,91.84,2.0,1.0,1.0,1.0,中 22,板塔结合,2007,简装,钢混,0.4,1.0,0.0,0.0,丰台,39342.0
101090000000.0,116.385869,39.772399,1111027377330.0,2016-06-26 00:00:00,313.0,97.0,136.0,24728.0,55.0,1.0,1.0,1.0,1.0,顶 6,板楼,2001,简装,混合,0.5,0.0,1.0,0.0,大兴,35885.0
101090000000.0,116.461138,39.955386,1111027381353.0,2016-08-04 00:00:00,352.0,90.0,550.0,64706.0,85.0,1.0,1.0,1.0,1.0,低 16,塔楼,2009,精装,钢混,0.333,1.0,0.0,1.0,朝阳,93200.0
101090000000.0,116.481447,39.937145,1111027375470.0,2017-01-15 00:00:00,515.0,106.0,890.0,54269.0,164.0,3.0,2.0,1.0,2.0,中 22,塔楼,2002,精装,钢混,0.273,1.0,0.0,1.0,朝阳,66938.0
101090000000.0,116.45338999999998,39.942672,1111027377480.0,2016-08-01 00:00:00,348.0,32.0,999.0,55556.0,179.82,3.0,2.0,1.0,2.0,低 19,塔楼,1999,精装,钢混,0.333,1.0,0.0,0.0,朝阳,68537.0
101090000000.0,116.508181,39.807662,1111027374693.0,2016-07-30 00:00:00,344.0,73.0,66.0,20000.0,33.0,1.0,0.0,1.0,1.0,高 21,塔楼,2008,精装,钢混,0.2,1.0,1.0,1.0,亦庄开发区,28609.0
101090000000.0,116.468749,39.874429,1111027381829.0,2016-09-04 00:00:00,380.0,53.0,780.0,33431.0,233.32,3.0,2.0,1.0,3.0,低 33,塔楼,2001,精装,钢混,0.375,1.0,1.0,1.0,朝阳,50982.0
101090000000.0,116.250886,40.225155,1111027378942.0,2016-08-07 00:00:00,352.0,19.0,283.0,20963.0,135.0,4.0,1.0,1.0,1.0,高 6,板楼,1996,精装,混合,0.5,0.0,0.0,1.0,昌平,38208.0
101090000000.0,116.387037,39.95917,1111027377017.0,2017-01-07 00:00:00,505.0,233.0,644.0,126250.0,51.01,1.0,1.0,1.0,1.0,顶 6,板楼,2003,简装,钢混,0.333,0.0,0.0,1.0,西城,119449.0
101090000000.0,116.250886,40.225155,1111027378942.0,2016-08-28 00:00:00,373.0,12.0,105.0,30774.0,34.12,1.0,0.0,1.0,1.0,中 7,板塔结合,2003,简装,钢混,0.057,1.0,0.0,1.0,昌平,38208.0
101090000000.0,116.559953,40.117154,1111027377343.0,2016-09-29 00:00:00,405.0,0.0,109.8,22875.0,48.0,1.0,0.0,0.0,1.0,中 7,板塔结合,2013,精装,钢混,0.14300000000000002,1.0,0.0,1.0,顺义,54715.0
101090000000.0,116.560906,39.879298,1111027376253.0,2016-08-07 00:00:00,351.0,64.0,450.0,26655.0,168.83,4.0,2.0,1.0,3.0,高 6,板楼,2000,精装,混合,0.5,0.0,1.0,0.0,朝阳,40471.0
